trials,size,time
8500, 150000, 0.019839664999835804
8600, 150000, 0.02090213900009985
8700, 150000, 0.02088335600001301
8800, 150000, 0.02144973500026026
8900, 150000, 0.021480104999682226
9000, 150000, 0.020956997999746818
9100, 150000, 0.021209273999829747
9200, 150000, 0.0218892779998896
9300, 150000, 0.021750316000179737
9400, 150000, 0.02185960899987549
9500, 150000, 0.022632647999671462
9600, 150000, 0.022476157999790303
9700, 150000, 0.022562900000139052
9800, 150000, 0.02353155799983142
9900, 150000, 0.023403729000165185
1000, 160000, 0.002347943999666313
1100, 160000, 0.002564305999840144
1200, 160000, 0.002815303999796015
1300, 160000, 0.002985316999911447
1400, 160000, 0.003236492999803886
1500, 160000, 0.0035013219999200373
1600, 160000, 0.003700829000081285
1700, 160000, 0.004102179999790678
1800, 160000, 0.004211982000015269
1900, 160000, 0.004919758000141883
2000, 160000, 0.005510920999768132
2100, 160000, 0.00491600900022604
2200, 160000, 0.005149753999830864
2300, 160000, 0.005317599000136397
2400, 160000, 0.005759740000030433
2500, 160000, 0.005829456999890681
2600, 160000, 0.005988681000417273
2700, 160000, 0.006524097000237816
2800, 160000, 0.006524546000036935
2900, 160000, 0.006750474000000395
3000, 160000, 0.006941946000097232
3100, 160000, 0.007203962000403408
3200, 160000, 0.007812158999968233
3300, 160000, 0.00782220100018094
3400, 160000, 0.007870180999816512
3500, 160000, 0.00809243100002277
3600, 160000, 0.008364767000330176
3700, 160000, 0.00890198400020381
3800, 160000, 0.008796616999916296
3900, 160000, 0.009161661999769422
4000, 160000, 0.009332569999969564
4100, 160000, 0.009470790999785095
4200, 160000, 0.009810708000259183
4300, 160000, 0.010045934999652673
4400, 160000, 0.010258091000196146
4500, 160000, 0.01056081600017933
4600, 160000, 0.011010337000243453
4700, 160000, 0.010883452000143734
4800, 160000, 0.01118454000015845
4900, 160000, 0.011391157000161911
5000, 160000, 0.011646287000075972
5100, 160000, 0.011895170999650873
5200, 160000, 0.012753662999784865
5300, 160000, 0.013559232000261545
5400, 160000, 0.0130385379998188
5500, 160000, 0.012992629000109446
5600, 160000, 0.013319855999725405
5700, 160000, 0.01320842699988134
5800, 160000, 0.01335420699979295
5900, 160000, 0.013634836999699473
6000, 160000, 0.013894871000047715
6100, 160000, 0.014116812999873218
6200, 160000, 0.01461707699991166
6300, 160000, 0.014765375000024505
6400, 160000, 0.014998912999999447
6500, 160000, 0.015233705999889935
6600, 160000, 0.015561359000002994
6700, 160000, 0.016249510999841732
6800, 160000, 0.016241436999735015
6900, 160000, 0.016137695999987045
7000, 160000, 0.016483639000398398
7100, 160000, 0.016671109000071738
7200, 160000, 0.017162028000257123
7300, 160000, 0.01709017099983612
7400, 160000, 0.017790379999951256
7500, 160000, 0.01744830699999511
7600, 160000, 0.017687892000139982
7700, 160000, 0.018846376000055898
7800, 160000, 0.019248531999892293
7900, 160000, 0.019161438000082853
8000, 160000, 0.02020162100006928
8100, 160000, 0.0192243920000692
8200, 160000, 0.01956123399986609
8300, 160000, 0.01924559600001885
8400, 160000, 0.01941280300025028
8500, 160000, 0.020147130000168545
8600, 160000, 0.0202516550002656
8700, 160000, 0.020458631000110472
8800, 160000, 0.02096997199987527
8900, 160000, 0.022415932000058092
9000, 160000, 0.021265853000386414
9100, 160000, 0.021445837000101164
9200, 160000, 0.021762840000064898
9300, 160000, 0.022033652999652986
9400, 160000, 0.022082510000018374
9500, 160000, 0.022956327999963833
9600, 160000, 0.023930288999963523
9700, 160000, 0.023021345999950427
9800, 160000, 0.023364014999970095
9900, 160000, 0.024401731000125437
1000, 170000, 0.0024192139999286155
1100, 170000, 0.002569764000327268
1200, 170000, 0.002768764999927953
1300, 170000, 0.0031244829997376655
1400, 170000, 0.0032311780000782164
1500, 170000, 0.0036692060002678772
1600, 170000, 0.003916297999694507
1700, 170000, 0.003992761000063183
1800, 170000, 0.0043206829996051965
1900, 170000, 0.004470209999908548
2000, 170000, 0.0047258660001716635
2100, 170000, 0.004857791000176803
2200, 170000, 0.005169214000034117
2300, 170000, 0.005468365000069753
2400, 170000, 0.005612921000192728
2500, 170000, 0.006269420000080572
2600, 170000, 0.006040874000063923
2700, 170000, 0.0062951770000836405
2800, 170000, 0.006494706000012229
2900, 170000, 0.006783713000004354
3000, 170000, 0.006979412000418961
3100, 170000, 0.0072972600000866805
3200, 170000, 0.007415722000132519
3300, 170000, 0.009032229000240477
3400, 170000, 0.007998901000064507
3500, 170000, 0.008363586000086798
3600, 170000, 0.00832412599993404
3700, 170000, 0.008784916999957204
3800, 170000, 0.008855951999976241
3900, 170000, 0.009203970999806188
4000, 170000, 0.009535056999993685
4100, 170000, 0.010106509999786795
4200, 170000, 0.010069596999983332
4300, 170000, 0.010268637000081071
4400, 170000, 0.010262859000249591
4500, 170000, 0.011011336000137817
4600, 170000, 0.0114534829999684
4700, 170000, 0.010955577999993693
4800, 170000, 0.011049573000036617
4900, 170000, 0.011472199000309047
5000, 170000, 0.011569315000087954
5100, 170000, 0.011890883999967627
5200, 170000, 0.012029312000322534
5300, 170000, 0.012554375000036089
5400, 170000, 0.012730481999824406
5500, 170000, 0.012851518999923428
5600, 170000, 0.013174270000035904
5700, 170000, 0.013323555000170018
5800, 170000, 0.01347812599988174
5900, 170000, 0.013706462000300235
6000, 170000, 0.014103221999903326
6100, 170000, 0.014290653999978531
6200, 170000, 0.014628056000219658
6300, 170000, 0.01482023400012622
6400, 170000, 0.014957030999994458
6500, 170000, 0.015118769999844517
6600, 170000, 0.01553981200004273
6700, 170000, 0.016446536999865202
6800, 170000, 0.017103236999901128
6900, 170000, 0.0166882789999363
7000, 170000, 0.017405700999916007
7100, 170000, 0.017340264999802457
7200, 170000, 0.016717914999844652
7300, 170000, 0.01708638299987797
7400, 170000, 0.01729137200027253
7500, 170000, 0.018246472000100766
7600, 170000, 0.017899232999752712
7700, 170000, 0.018050669000331254
7800, 170000, 0.018427020000217453
7900, 170000, 0.018844015000013314
8000, 170000, 0.019351716000073793
8100, 170000, 0.019615193999925395
8200, 170000, 0.021342882000226382
8300, 170000, 0.02174631000025329
8400, 170000, 0.02030354599992279
8500, 170000, 0.020057106999956886
8600, 170000, 0.02143498199984606
8700, 170000, 0.021552206999785994
8800, 170000, 0.021622153999942384
8900, 170000, 0.021405379000043467
9000, 170000, 0.02111777299978712
9100, 170000, 0.022579046999908314
9200, 170000, 0.023812780000298517
9300, 170000, 0.02418236199991952
9400, 170000, 0.023059737000039604
9500, 170000, 0.02318560699995942
9600, 170000, 0.023456881000129215
9700, 170000, 0.023423692000051233
9800, 170000, 0.02391856500025824
9900, 170000, 0.02365294499986703
1000, 180000, 0.0024333669998668483
1100, 180000, 0.002610455999729311
1200, 180000, 0.0027777899999819056
1300, 180000, 0.003006516999903397
1400, 180000, 0.003263217000039731
1500, 180000, 0.0034955940000145347
1600, 180000, 0.0037666809998881945
1700, 180000, 0.003968590000113181
1800, 180000, 0.004202199000246765
1900, 180000, 0.0044418259999474685
2000, 180000, 0.004734619999908318
2100, 180000, 0.004886361999979272
2200, 180000, 0.005304468000304041
2300, 180000, 0.005687673000011273
2400, 180000, 0.005626856000162661
2500, 180000, 0.005978809000225738
2600, 180000, 0.006303732000105811
2700, 180000, 0.006324086999939027
2800, 180000, 0.006533503000355267
2900, 180000, 0.006668599000022368
3000, 180000, 0.006958867000321334
3100, 180000, 0.007207295000171143
3200, 180000, 0.007550593999894772
3300, 180000, 0.00773599700005434
3400, 180000, 0.007909288000064407
3500, 180000, 0.008242045999850234
3600, 180000, 0.008914207000088936
3700, 180000, 0.008745271999941906
3800, 180000, 0.0087827610000204
3900, 180000, 0.009168501000203833
4000, 180000, 0.009314106999681826
4100, 180000, 0.009558882999954221
4200, 180000, 0.009929370999998355
4300, 180000, 0.010072928999761643
4400, 180000, 0.010863590000099066
4500, 180000, 0.010612896000111505
4600, 180000, 0.010709200999826862
4700, 180000, 0.011024311000255693
4800, 180000, 0.011120318999928713
4900, 180000, 0.011649240000224381
5000, 180000, 0.011633247999725427
5100, 180000, 0.011810993999915809
5200, 180000, 0.012445856999875105
5300, 180000, 0.012387696000132564
5400, 180000, 0.013028394000230037
5500, 180000, 0.012961552999968262
5600, 180000, 0.016689581999798975
5700, 180000, 0.014488949999758916
5800, 180000, 0.014677511999707349
5900, 180000, 0.014473897000243596
6000, 180000, 0.015186608000021806
6100, 180000, 0.01447022399997877
6200, 180000, 0.01519660899975861
6300, 180000, 0.014671156000076735
6400, 180000, 0.014816960000189283
6500, 180000, 0.015708603999883053
6600, 180000, 0.015994703999695048
6700, 180000, 0.01622501999963788
6800, 180000, 0.016309316999922885
6900, 180000, 0.016444382999907248
7000, 180000, 0.017092486999899847
7100, 180000, 0.016936776999955327
7200, 180000, 0.01760524399969654
7300, 180000, 0.017580434000137757
7400, 180000, 0.01768950199993924
7500, 180000, 0.019510595000156172
7600, 180000, 0.02050560600036988
7700, 180000, 0.020443100999727903
7800, 180000, 0.023049157000059495
7900, 180000, 0.021456910999859247
8000, 180000, 0.020830448999731743
8100, 180000, 0.020818852000047627
8200, 180000, 0.02210646999992605
8300, 180000, 0.02153069999985746
8400, 180000, 0.020898548000332084
8500, 180000, 0.019956196000293858
8600, 180000, 0.020947388999957184
8700, 180000, 0.022004322000157117
8800, 180000, 0.02187175099970773
8900, 180000, 0.025933103999705054
9000, 180000, 0.026111358999969525
9100, 180000, 0.024987898000290443
9200, 180000, 0.023286212000130035
9300, 180000, 0.022753764999833948
9400, 180000, 0.02243632299996534
9500, 180000, 0.023035692000121344
9600, 180000, 0.023105137000129616
9700, 180000, 0.024528206000013597
9800, 180000, 0.02600018699968132
9900, 180000, 0.024957590000212804
1000, 190000, 0.0026666069998100284
1100, 190000, 0.0025437599997530924
1200, 190000, 0.002999851999902603
1300, 190000, 0.0036231670001143357
1400, 190000, 0.004018169000119087
1500, 190000, 0.005832895999901666
